title,platform,metascore,userscore,genre,date
Call of Duty: Ghosts,Wii U,69.0,70.8,action,2013-11-05
Luxuria Superbia,iOS,66.0,70.8,action,2013-11-05
A-Men 2,PlayStation Vita,58.0,68.0,action,2013-11-05
Call of Duty: Ghosts,PC,68.0,70.8,action,2013-11-04
Dandelions: Chain of Seeds,iOS,74.0,70.8,action,2013-11-01
"I, Zombie",PC,65.0,51.0,action,2013-11-01
Sniper Elite: Nazi Zombie Army 2,PC,53.0,68.0,action,2013-10-31
Papa Sangre II,iOS,92.0,70.0,action,2013-10-31
Pocket God: Ooga Jump,iOS,72.0,70.8,action,2013-10-31
Anomaly 2,iOS,86.0,72.0,action,2013-10-31
BIT.TRIP RUN!,iOS,81.0,70.8,action,2013-10-31
Backyard Monsters: Unleashed,iOS,76.0,70.8,action,2013-10-30
NinJump Rooftops,iOS,67.0,70.8,action,2013-10-30
Battlefield 4,Xbox 360,79.0,57.0,action,2013-10-29
Battlefield 4,PlayStation 3,80.0,59.0,action,2013-10-29
WWE 2K14,Xbox 360,75.0,70.8,action,2013-10-29
WWE 2K14,PlayStation 3,74.0,70.8,action,2013-10-29
Sonic: Lost World,Wii U,63.0,73.0,action,2013-10-29
Sonic: Lost World,3DS,59.0,62.0,action,2013-10-29
OMG HD Zombies!,PlayStation Vita,78.0,57.0,action,2013-10-29
Angry Birds Star Wars,PlayStation 3,72.3,70.8,action,2013-10-29
Angry Birds Star Wars,Xbox 360,59.0,58.0,action,2013-10-29
The Typing of the Dead: Overkill,PC,71.0,70.8,action,2013-10-29
Everyday Spelunker,iOS,58.0,70.8,action,2013-10-29
Pac-Man and the Ghostly Adventures,Xbox 360,72.3,51.0,action,2013-10-29
Pac-Man and the Ghostly Adventures,PlayStation 3,51.0,70.8,action,2013-10-29
Pac-Man and the Ghostly Adventures,Wii U,58.0,65.0,action,2013-10-29
Blood of the Werewolf,PC,65.0,74.0,action,2013-10-28
Contagion,PC,62.0,71.0,action,2013-10-25
Magrunner: Dark Pulse,Xbox 360,74.0,72.0,action,2013-10-25
Naruto Shippuden: Ultimate Ninja Storm 3 Full Burst,PC,80.0,70.8,action,2013-10-24
Oil Rush: 3D Naval Strategy,iOS,67.0,64.0,action,2013-10-24
Echo Prime,iOS,71.0,70.8,action,2013-10-24
Even Up,iOS,75.0,70.8,action,2013-10-24
Fright Heights,iOS,71.0,70.8,action,2013-10-24
Infinity Danger,iOS,65.0,70.8,action,2013-10-24
Dead Trigger 2,iOS,77.0,70.8,action,2013-10-23
Strike Wing: Raptor Rising,iOS,65.0,70.8,action,2013-10-23
Duck Dynasty: Battle of the Beards,iOS,78.0,70.8,action,2013-10-23
Rocksmith 2014 Edition,Xbox 360,87.0,70.8,action,2013-10-22
Rocksmith 2014 Edition,PlayStation 3,86.0,70.8,action,2013-10-22
Rocksmith 2014 Edition,PC,89.0,70.8,action,2013-10-22
Beyblade: Evolution,3DS,72.3,54.0,action,2013-10-22
Naruto Shippuden: Ultimate Ninja Storm 3 Full Burst,Xbox 360,66.0,70.8,action,2013-10-22
Naruto Shippuden: Ultimate Ninja Storm 3 Full Burst,PlayStation 3,73.0,70.8,action,2013-10-22
Nickelodeon Teenage Mutant Ninja Turtles,Xbox 360,72.3,70.8,action,2013-10-22
Tetrobot and Co.,PC,72.0,70.8,action,2013-10-22
Ethan: Meteor Hunter,PC,59.0,54.0,action,2013-10-22
Borderlands 2: Headhunter Pack 1 - TK Baha's Bloody Harvest,Xbox 360,58.0,58.0,action,2013-10-22
Magrunner: Dark Pulse,PlayStation 3,72.0,70.8,action,2013-10-22
Warface,PC,62.0,70.8,action,2013-10-21
Eldritch,PC,77.0,66.0,action,2013-10-21
Battlefield 4,PC,81.0,62.0,action,2013-10-19
Alien Rage,Xbox 360,72.3,70.8,action,2013-10-18
Crowman & Wolfboy,iOS,78.0,70.8,action,2013-10-18
The Stanley Parable,PC,88.0,70.8,action,2013-10-17
Mighty Switch Force! 2,Wii U,74.0,73.0,action,2013-10-17
DEVICE 6,iOS,92.0,72.0,action,2013-10-17
Real Steel World Robot Boxing,iOS,73.0,71.0,action,2013-10-17
Paint it Back,iOS,84.0,70.8,action,2013-10-17
Mega Dead Pixel,iOS,69.0,70.8,action,2013-10-17
140,PC,80.0,74.0,action,2013-10-16
Hexodius,Xbox 360,54.0,70.8,action,2013-10-16
CSR Classics,iOS,63.0,70.8,action,2013-10-16
Batman: Arkham Origins,iOS,63.0,69.0,action,2013-10-16
Star Wars Pinball: Balance of the Force,Xbox 360,88.0,61.0,action,2013-10-16
Star Wars: Tiny Death Star,iOS,70.0,64.0,action,2013-10-15
ARMED SEVEN,PC,67.0,70.8,action,2013-10-14
FIST OF AWESOME,iOS,74.0,56.0,action,2013-10-14
Skylanders Swap Force,Xbox 360,83.0,60.0,action,2013-10-13
Skylanders Swap Force,PlayStation 3,83.0,57.0,action,2013-10-13
Skylanders Swap Force,Wii U,89.0,61.0,action,2013-10-13
Skylanders Swap Force,3DS,68.0,61.0,action,2013-10-13
Soundodger+,PC,78.0,69.0,action,2013-10-11
Glare,PC,69.0,65.0,action,2013-10-10
Monster Adventures,iOS,79.0,70.8,action,2013-10-10
Ring Run Circus,iOS,67.0,70.8,action,2013-10-10
Type:Rider,iOS,83.0,65.0,action,2013-10-10
Escape from Doom,iOS,72.0,70.8,action,2013-10-10
Steampunk Tower,iOS,76.0,68.0,action,2013-10-10
Duet Game,iOS,79.0,71.0,action,2013-10-10
Rakoo's Adventure,iOS,76.0,70.8,action,2013-10-10
AdvenChewers,iOS,73.0,70.8,action,2013-10-10
har-mo-ny,iOS,73.0,70.8,action,2013-10-10
Orc Attack: Flatulent Rebellion,Xbox 360,72.3,54.0,action,2013-10-09
Just Dance 2014,Wii U,72.0,70.8,action,2013-10-08
Just Dance 2014,Xbox 360,79.0,70.8,action,2013-10-08
Just Dance 2014,PlayStation 3,77.0,71.0,action,2013-10-08
Atomic Ninjas,PlayStation 3,58.0,56.0,action,2013-10-08
Atomic Ninjas,PlayStation Vita,61.0,66.0,action,2013-10-08
Bionic Dues,PC,71.0,70.8,action,2013-10-08
Rollabear,iOS,69.0,70.8,action,2013-10-08
Mimpi,iOS,75.0,70.8,action,2013-10-08
LEVEL 22,iOS,65.0,70.8,action,2013-10-04
The Cave,iOS,65.0,68.0,action,2013-10-03
Nakama,iOS,62.0,70.8,action,2013-10-03
Transport Tycoon,iOS,81.0,67.0,action,2013-10-03
Air Conflicts: Vietnam,PC,72.3,70.8,action,2013-10-02
A.R.E.S. Extinction Agenda EX,Xbox 360,66.0,72.0,action,2013-10-02
Dead Man's Draw,iOS,78.0,70.8,action,2013-10-02
Gunner Z,iOS,59.0,70.8,action,2013-10-02
War of the Vikings,PC,62.0,62.0,action,2013-10-01
Die!Die!Die!,PlayStation Vita,72.3,70.8,action,2013-10-01
Lost Echo,iOS,71.0,65.0,action,2013-09-27
Shadow Warrior,PC,73.0,70.8,action,2013-09-26
Giana Sisters: Twisted Dreams - Rise of the Owlverlord,PC,84.0,70.8,action,2013-09-26
Trouserheart,iOS,77.0,70.8,action,2013-09-26
Boson X,iOS,82.0,70.8,action,2013-09-26
Pocket Trains,iOS,76.0,57.0,action,2013-09-26
Drop That Candy,iOS,64.0,70.8,action,2013-09-26
Ascend: Hand of Kul,Xbox 360,68.0,70.8,action,2013-09-25
Girl Fight,Xbox 360,72.3,55.0,action,2013-09-25
Buddy & Me,iOS,64.0,70.8,action,2013-09-25
Cat on a Diet,iOS,76.0,70.8,action,2013-09-25
Nihilumbra,PC,75.0,66.0,action,2013-09-24
Alien Rage,PC,52.0,67.0,action,2013-09-24
Scribblenauts Unmasked: A DC Comics Adventure,3DS,68.0,64.0,action,2013-09-24
Scribblenauts Unmasked: A DC Comics Adventure,Wii U,71.0,63.0,action,2013-09-24
Scribblenauts Unmasked: A DC Comics Adventure,PC,68.0,61.0,action,2013-09-24
Pac-Man Championship Edition DX +,PC,86.0,70.8,action,2013-09-24
Girl Fight,PlayStation 3,72.3,70.8,action,2013-09-24
FIFA 14 by EA SPORTS,iOS,81.0,70.8,action,2013-09-23
Takedown: Red Sabre,PC,72.3,70.8,action,2013-09-20
Angry Video Game Nerd Adventures,PC,77.0,70.8,action,2013-09-20
Marlow Briggs and the Mask of Death,Xbox 360,66.0,60.0,action,2013-09-20
Marlow Briggs and the Mask of Death,PC,65.0,71.0,action,2013-09-20
Angry Birds Star Wars II,iOS,77.0,68.0,action,2013-09-19
Orborun,iOS,81.0,70.8,action,2013-09-19
Star Wars Pinball,3DS,68.0,54.0,action,2013-09-19
Rage of the Gladiator,3DS,88.0,60.0,action,2013-09-19
Space Qube,iOS,69.0,70.8,action,2013-09-19
Foul Play,Xbox 360,69.0,60.0,action,2013-09-18
Foul Play,PC,69.0,59.0,action,2013-09-18
Infinity Blade III,iOS,78.0,71.0,action,2013-09-18
Incredipede,iOS,79.0,70.8,action,2013-09-18
MechWarrior Online,PC,68.0,53.0,action,2013-09-17
Deer Hunter 2014,iOS,75.0,74.0,action,2013-09-17
The Wonderful 101,Wii U,78.0,70.8,action,2013-09-15
The King of Fighters XIII: Steam Edition,PC,77.0,70.8,action,2013-09-13
Volgarr the Viking,PC,76.0,70.8,action,2013-09-13
Legend of Dungeon,PC,62.0,70.8,action,2013-09-13
Ookibloks,iOS,76.0,70.8,action,2013-09-13
Heroes of Loot,iOS,84.0,70.8,action,2013-09-12
Where's My Water? 2,iOS,57.0,70.8,action,2013-09-12
Superfrog HD,PC,56.0,70.8,action,2013-09-12
Dead Effect,iOS,70.0,70.8,action,2013-09-12
Joust Legend,iOS,72.0,70.8,action,2013-09-12
Disney DuckTales Remastered,Xbox 360,70.0,72.0,action,2013-09-11
Killzone: Mercenary,PlayStation Vita,78.0,70.8,action,2013-09-10
Puppeteer,PlayStation 3,80.0,70.8,action,2013-09-10
Carnivores HD: Dinosaur Hunter,PlayStation 3,50.0,55.0,action,2013-09-10
Valdis Story: Abyssal City,PC,83.0,70.8,action,2013-09-08
Giana Sisters: Twisted Dreams,Wii U,74.0,70.8,action,2013-09-05
Dungeons & Dragons: Chronicles of Mystara,Wii U,77.0,70.8,action,2013-09-05
Giant Boulder of Death,iOS,72.0,70.8,action,2013-09-05
Zombie Highway: Driver's Ed,iOS,68.0,70.8,action,2013-09-05
Call of Duty: Strike Team,iOS,71.0,70.8,action,2013-09-05
2013: Infected Wars,iOS,50.0,70.8,action,2013-09-05
Disney Castle of Illusion starring Mickey Mouse,Xbox 360,67.0,70.0,action,2013-09-04
Disney Castle of Illusion starring Mickey Mouse,PC,69.0,68.0,action,2013-09-04
Star Wars: Force Collection,iOS,61.0,70.8,action,2013-09-04
KickBeat,PlayStation Vita,67.0,73.0,action,2013-09-03
Rayman Legends,Wii U,92.0,70.8,action,2013-09-03
One Piece: Pirate Warriors 2,PlayStation 3,71.0,70.8,action,2013-09-03
Rayman Legends,PlayStation 3,91.0,70.8,action,2013-09-03
Rayman Legends,Xbox 360,90.0,70.8,action,2013-09-03
Disney Castle of Illusion starring Mickey Mouse,PlayStation 3,72.0,73.0,action,2013-09-03
Rayman Legends,PlayStation Vita,87.0,70.8,action,2013-09-03
Dead or Alive 5 Ultimate,Xbox 360,75.0,70.8,action,2013-09-03
Dead or Alive 5 Ultimate,PlayStation 3,77.0,70.8,action,2013-09-03
Rayman Legends,PC,89.0,70.8,action,2013-09-03
Chaos Code,PlayStation 3,61.0,70.8,action,2013-09-03
868-HACK,iOS,84.0,63.0,action,2013-08-30
Pokemon Rumble U,Wii U,72.3,52.0,action,2013-08-29
The Chaos Engine (2013),PC,72.3,70.8,action,2013-08-29
Terraria,iOS,82.0,71.0,action,2013-08-29
Joining Hands 2,iOS,70.0,70.8,action,2013-08-29
Link The Slug,iOS,58.0,70.8,action,2013-08-29
Junk Jack X,iOS,83.0,63.0,action,2013-08-29
Racing Rivals,iOS,81.0,70.8,action,2013-08-29
Teenage Mutant Ninja Turtles: Out of the Shadows,Xbox 360,72.3,54.0,action,2013-08-28
Lost Planet 3,Xbox 360,58.0,58.0,action,2013-08-27
Lost Planet 3,PlayStation 3,61.0,58.0,action,2013-08-27
Spelunky,PlayStation 3,83.0,70.8,action,2013-08-27
Spelunky,PlayStation Vita,88.0,70.8,action,2013-08-27
The HD Adventures of Rotating Octopus Character,PlayStation Vita,66.0,69.0,action,2013-08-27
Hatsune Miku: Project Diva F,PlayStation 3,73.0,70.8,action,2013-08-27
Call of Duty: Black Ops II - Apocalypse,Xbox 360,70.0,57.0,action,2013-08-27
Floating Cloud God Saves the Pilgrims in HD!,PlayStation Vita,77.0,70.8,action,2013-08-27
Madden NFL 25 by EA SPORTS,iOS,72.3,70.8,action,2013-08-27
Sokobond,PC,82.0,70.8,action,2013-08-27
Lost Planet 3,PC,61.0,62.0,action,2013-08-26
Skullgirls,PC,83.0,70.8,action,2013-08-22
Asphalt 8: Airborne,iOS,91.0,70.8,action,2013-08-22
The Impossible Line,iOS,68.0,70.8,action,2013-08-22
Smash Bandits,iOS,68.0,70.8,action,2013-08-22
Flashback,Xbox 360,50.0,70.8,action,2013-08-21
Jelly Splash,iOS,63.0,70.8,action,2013-08-21
The Bureau: XCOM Declassified,Xbox 360,68.0,69.0,action,2013-08-20
The Bureau: XCOM Declassified,PlayStation 3,69.0,68.0,action,2013-08-20
Divekick,PC,73.0,67.0,action,2013-08-20
Divekick,PlayStation 3,65.0,69.0,action,2013-08-20
Divekick,PlayStation Vita,70.0,70.0,action,2013-08-20
Cloud Spin,iOS,69.0,70.8,action,2013-08-20
The Bureau: XCOM Declassified,PC,66.0,65.0,action,2013-08-19
Race the Sun,PC,79.0,73.0,action,2013-08-19
Little Galaxy,iOS,73.0,70.8,action,2013-08-18
War Thunder,PC,81.0,58.0,action,2013-08-15
Gold Diggers,iOS,64.0,70.8,action,2013-08-15
Cognition Episode 2,iOS,68.0,70.8,action,2013-08-15
Charlie Murder,Xbox 360,78.0,70.0,action,2013-08-14
Payday 2,PC,79.0,70.8,action,2013-08-13
Payday 2,PlayStation 3,74.0,62.0,action,2013-08-13
Thunder Wolves,PlayStation 3,62.0,57.0,action,2013-08-13
Payday 2,Xbox 360,75.0,63.0,action,2013-08-13
Disney DuckTales Remastered,PlayStation 3,75.0,70.8,action,2013-08-13
Disney DuckTales Remastered,Wii U,76.0,70.8,action,2013-08-13
Disney DuckTales Remastered,PC,66.0,70.8,action,2013-08-13
Open Me!,PlayStation Vita,72.0,70.8,action,2013-08-13
DeadCore,PC,78.0,67.0,action,2013-08-13
Hammerwatch,PC,72.0,74.0,action,2013-08-12
Spelunky,PC,90.0,73.0,action,2013-08-08
Guacamelee! Gold Edition,PC,88.0,73.0,action,2013-08-08
SteamWorld Dig,3DS,82.0,70.8,action,2013-08-08
Mikey Hooks,iOS,88.0,50.0,action,2013-08-08
Abyss Attack,iOS,69.0,70.8,action,2013-08-08
Amateur Surgeon 3,iOS,75.0,70.8,action,2013-08-08
Gleamer,iOS,63.0,70.8,action,2013-08-08
Swift Revenge,iOS,74.0,70.8,action,2013-08-07
NFL Pro 2014 : The Ultimate Football Simulation,iOS,72.3,70.8,action,2013-08-07
Dragon's Crown,PlayStation Vita,77.0,70.8,action,2013-08-06
Dragon's Crown,PlayStation 3,82.0,70.8,action,2013-08-06
Superfrog HD,PlayStation 3,61.0,62.0,action,2013-08-06
Superfrog HD,PlayStation Vita,55.0,74.0,action,2013-08-06
Ibb & Obb,PlayStation 3,78.0,70.8,action,2013-08-06
Beatbuddy: Tale of the Guardians,PC,75.0,74.0,action,2013-08-06
Cloudberry Kingdom,PC,67.0,74.0,action,2013-08-02
Cloudberry Kingdom,Wii U,75.0,71.0,action,2013-08-01
The Drowning,iOS,55.0,50.0,action,2013-08-01
An Alien with a Magnet,iOS,80.0,70.8,action,2013-08-01
Dropchord,iOS,71.0,70.8,action,2013-08-01
Knightmare Tower,iOS,84.0,70.8,action,2013-08-01
rymdkapsel,iOS,86.0,70.8,action,2013-08-01
Puddle,iOS,66.0,70.8,action,2013-08-01
Kid Tripp,iOS,79.0,70.8,action,2013-08-01
Pivvot,iOS,79.0,66.0,action,2013-08-01
Bike Rider DX,3DS,71.0,73.0,action,2013-08-01
Brick Roll,iOS,75.0,70.8,action,2013-08-01
Muscle Run,iOS,61.0,70.8,action,2013-08-01
Narco Terror,Xbox 360,50.0,59.0,action,2013-07-31
Rise of the Triad,PC,67.0,66.0,action,2013-07-31
Cloudberry Kingdom,Xbox 360,68.0,70.0,action,2013-07-31
Lightning Fighter 2,iOS,67.0,70.8,action,2013-07-31
Six O'Clock High,iOS,55.0,70.8,action,2013-07-31
Narco Terror,PlayStation 3,55.0,52.0,action,2013-07-30
Cloudberry Kingdom,PlayStation 3,75.0,62.0,action,2013-07-30
BioShock Infinite: Clash in the Clouds,PC,69.0,65.0,action,2013-07-30
BioShock Infinite: Clash in the Clouds,Xbox 360,68.0,67.0,action,2013-07-30
Droidscape:Basilica,iOS,74.0,67.0,action,2013-07-30
Lub vs Dub,iOS,70.0,70.8,action,2013-07-30
Zeno Clash II,Xbox 360,65.0,63.0,action,2013-07-26
Baby Nom Nom,iOS,75.0,70.8,action,2013-07-26
Bloodmasque,iOS,67.0,70.8,action,2013-07-25
Prince of Persia: The Shadow and the Flame,iOS,63.0,56.0,action,2013-07-25
Sky Tourist,iOS,69.0,70.8,action,2013-07-25
Blitz Block Robo,iOS,60.0,70.8,action,2013-07-25
Freak Tower,iOS,73.0,70.8,action,2013-07-25
Iron Force,iOS,57.0,70.8,action,2013-07-24
Teleglitch: Die More Edition,PC,78.0,70.0,action,2013-07-24
The Smurfs 2,Wii U,72.3,62.0,action,2013-07-23
Stealth Inc: A Clone in the Dark,PlayStation 3,80.0,70.8,action,2013-07-23
Stealth Inc: A Clone in the Dark,PlayStation Vita,78.0,70.8,action,2013-07-23
Do Not Fall,PlayStation 3,67.0,70.8,action,2013-07-23
Lums,iOS,80.0,70.8,action,2013-07-23
Chillaxian,iOS,74.0,70.8,action,2013-07-23
A Ride Into the Mountains,iOS,80.0,70.8,action,2013-07-23
Mercenary Kings,PC,76.0,65.0,action,2013-07-22
Attack of the Friday Monsters! A Tokyo Tale,3DS,77.0,70.8,action,2013-07-18
Halo: Spartan Assault,PC,70.0,63.0,action,2013-07-18
Pac-Man Dash!,iOS,67.0,70.8,action,2013-07-18
Bloons TD Battles,iOS,78.0,67.0,action,2013-07-18
Kamikaze Pigs,iOS,67.0,70.8,action,2013-07-18
Nuclear Outrun,iOS,67.0,70.8,action,2013-07-18
R.TYPE,iOS,79.0,70.8,action,2013-07-18
Futuridium EP,iOS,70.0,70.8,action,2013-07-18
Bounty Arms,iOS,53.0,70.8,action,2013-07-18
R.I.P.D. The Game,Xbox 360,72.3,70.8,action,2013-07-17
Leisure Suit Larry: Reloaded,iOS,67.0,69.0,action,2013-07-17
Particulars,PC,74.0,70.8,action,2013-07-17
Turbo: Super Stunt Squad,PlayStation 3,72.3,70.8,action,2013-07-16
Dynasty Warriors 8,PlayStation 3,68.0,70.8,action,2013-07-16
Dynasty Warriors 8,Xbox 360,65.0,70.8,action,2013-07-16
Metro: Last Light - Faction Pack,PC,60.0,67.0,action,2013-07-16
Mamorukun Curse!,PlayStation 3,71.0,74.0,action,2013-07-16
R.I.P.D. The Game,PC,72.3,70.8,action,2013-07-16
Kung Fu Rabbit,PlayStation Vita,72.0,66.0,action,2013-07-16
Gentlemen!,iOS,82.0,70.8,action,2013-07-16
Flyro,iOS,73.0,70.8,action,2013-07-16
Sine Mora,iOS,76.0,70.8,action,2013-07-13
Pacific Rim,Xbox 360,72.3,70.8,action,2013-07-12
Toki Tori 2 +,PC,76.0,70.8,action,2013-07-11
Humans Must Answer,PC,55.0,53.0,action,2013-07-11
Guncraft,PC,73.0,70.8,action,2013-07-11
Deus Ex: The Fall,iOS,69.0,70.8,action,2013-07-11
The Walking Dead: 400 Days,iOS,84.0,70.8,action,2013-07-11
Star Wars Pinball,Wii U,83.0,71.0,action,2013-07-11
Sprinkle Islands,iOS,77.0,70.8,action,2013-07-11
Tiny Thief,iOS,86.0,72.0,action,2013-07-11
Pacific Rim,iOS,72.3,70.8,action,2013-07-11
Bit.Trip Fate,PC,74.0,64.0,action,2013-07-11
Bloody Harry,iOS,61.0,69.0,action,2013-07-11
Call of Mini: Zombies 2,iOS,58.0,70.8,action,2013-07-11
Ring Runner: Flight of the Sages,PC,75.0,70.8,action,2013-07-09
Dusty Revenge,PC,64.0,69.0,action,2013-07-08
Dungeonism,iOS,82.0,70.8,action,2013-07-08
Iesabel,iOS,67.0,64.0,action,2013-07-08
CAPSIZED,Xbox 360,74.0,72.0,action,2013-07-05
The Walking Dead: 400 Days,Xbox 360,80.0,70.8,action,2013-07-05
Scourge: Outbreak,Xbox 360,72.3,67.0,action,2013-07-03
Mortal Kombat Komplete Edition,PC,81.0,70.8,action,2013-07-03
The Walking Dead: 400 Days,PC,78.0,70.8,action,2013-07-03
LIMBO Game,iOS,89.0,70.8,action,2013-07-03
Smooth Operators!,iOS,71.0,70.8,action,2013-07-03
Greedy Dwarf,iOS,68.0,70.8,action,2013-07-03
World of Warplanes,PC,69.0,52.0,action,2013-07-02
Crash City Mayhem,3DS,59.0,56.0,action,2013-07-02
Velocity Ultra,PlayStation Vita,87.0,70.8,action,2013-07-02
The Walking Dead: 400 Days,PlayStation 3,78.0,70.8,action,2013-07-02
Call of Duty: Black Ops II - Vengeance,Xbox 360,69.0,70.8,action,2013-07-02
Doodle Jump for Kinect,Xbox 360,72.3,58.0,action,2013-06-28
Rogue Legacy,PC,85.0,70.8,action,2013-06-27
Colin McRae Rally,iOS,69.0,70.8,action,2013-06-27
Anodyne Mobile,iOS,72.0,70.8,action,2013-06-27
Siegecraft TD,iOS,78.0,70.8,action,2013-06-27
League of Evil 3(2013),iOS,81.0,70.8,action,2013-06-27
Kokuga,3DS,77.0,70.8,action,2013-06-27
Diner Dash Rush,iOS,67.0,70.8,action,2013-06-27
MetalStorm: Aces,iOS,70.0,70.8,action,2013-06-27
Samurai Shodown II,iOS,57.0,70.8,action,2013-06-27
Bounty Hunter: Black Dawn,iOS,67.0,70.8,action,2013-06-27
Spartacus Legends,Xbox 360,72.3,53.0,action,2013-06-26
Super Splatters,PC,73.0,70.8,action,2013-06-26
Dare To Fly,PlayStation 3,72.3,70.8,action,2013-06-26
Spartacus Legends,PlayStation 3,50.0,60.0,action,2013-06-25
Deadpool,Xbox 360,62.0,74.0,action,2013-06-25
Deadpool,PlayStation 3,61.0,72.0,action,2013-06-25
LEGO Legends of Chima: Laval's Journey,3DS,65.0,56.0,action,2013-06-25
LEGO Legends of Chima: Laval's Journey,PlayStation Vita,64.0,65.0,action,2013-06-25
Hotline Miami,PlayStation 3,87.0,70.8,action,2013-06-25
Hotline Miami,PlayStation Vita,85.0,70.8,action,2013-06-25
Borderlands 2: Tiny Tina's Assault on Dragon Keep,Xbox 360,86.0,70.8,action,2013-06-25
Borderlands 2: Tiny Tina's Assault on Dragon Keep,PC,87.0,70.8,action,2013-06-25
Motorbike,PlayStation 3,72.3,70.8,action,2013-06-25
Hero of Many,iOS,88.0,73.0,action,2013-06-25
Joe Danger 2: The Movie,PC,82.0,73.0,action,2013-06-24
Deadpool,PC,63.0,70.8,action,2013-06-24
Fist Puncher,PC,73.0,70.8,action,2013-06-21
Hexodius,PC,72.3,57.0,action,2013-06-21
New Super Luigi U,Wii U,77.0,70.8,action,2013-06-20
Bugs vs. Tanks!,3DS,50.0,70.0,action,2013-06-20
Magrunner: Dark Pulse,PC,70.0,72.0,action,2013-06-20
Where's My Mickey?,iOS,86.0,70.8,action,2013-06-20
Where's My Mickey? XL,iOS,80.0,70.8,action,2013-06-20
War of Nations,iOS,68.0,70.8,action,2013-06-20
Spiral Episode 1,iOS,77.0,70.8,action,2013-06-20
Icebreaker: A Viking Voyage,iOS,87.0,63.0,action,2013-06-20
Home - a Unique Horror Adventure,iOS,76.0,57.0,action,2013-06-20
Monsters University,iOS,55.0,70.8,action,2013-06-20
Return to Castlerama,iOS,72.3,70.8,action,2013-06-20
Dungeons & Dragons: Chronicles of Mystara,Xbox 360,77.0,59.0,action,2013-06-19
Monsters Invade: Oz,iOS,54.0,70.8,action,2013-06-19
Jak and Daxter Collection,PlayStation Vita,67.0,62.0,action,2013-06-18
Dungeons & Dragons: Chronicles of Mystara,PlayStation 3,83.0,68.0,action,2013-06-18
Dungeons & Dragons: Chronicles of Mystara,PC,80.0,69.0,action,2013-06-18
Disney Epic Mickey 2: The Power of Two,PlayStation Vita,57.0,66.0,action,2013-06-18
Star Thief,iOS,83.0,70.8,action,2013-06-14
Mutant Mudds Deluxe,Wii U,84.0,73.0,action,2013-06-13
Mighty Switch Force! 2,3DS,73.0,74.0,action,2013-06-13
Way of the Dogg,iOS,56.0,70.8,action,2013-06-13
CRUSH!,iOS,82.0,70.8,action,2013-06-13
Avengers Alliance,iOS,64.0,70.8,action,2013-06-13
Despicable Me: Minion Rush,iOS,75.0,68.0,action,2013-06-13
Thunder Wolves,Xbox 360,67.0,70.8,action,2013-06-12
Pinball Rocks HD,iOS,68.0,70.8,action,2013-06-12
Tekken Revolution,PlayStation 3,70.0,64.0,action,2013-06-11
Gangstar Vegas,iOS,61.0,70.0,action,2013-06-07
Kingdom Rush Frontiers,iOS,85.0,70.8,action,2013-06-06
Bridgy Jones,iOS,80.0,68.0,action,2013-06-06
Total Domination - Reborn,iOS,70.0,64.0,action,2013-06-06
Sparkle 2,iOS,76.0,70.8,action,2013-06-06
Kyubo,iOS,79.0,70.8,action,2013-06-06
Defense Technica,iOS,72.0,70.8,action,2013-06-05
LIMBO,PlayStation Vita,89.0,70.8,action,2013-06-04
KAVINSKY,iOS,60.0,70.8,action,2013-06-04
Contra: Evolution,iOS,64.0,74.0,action,2013-05-31
Rising Storm,PC,82.0,70.8,action,2013-05-30
The Swapper,PC,87.0,70.8,action,2013-05-30
World War Z,iOS,65.0,70.8,action,2013-05-30
Warhammer Quest,iOS,79.0,56.0,action,2013-05-30
Starship Battles,iOS,70.0,70.8,action,2013-05-30
Incredible Jack,iOS,63.0,70.8,action,2013-05-30
SlamBots,iOS,74.0,70.8,action,2013-05-30
Stickets,iOS,87.0,70.8,action,2013-05-30
Cubetractor,PC,75.0,71.0,action,2013-05-29
Fuse,Xbox 360,62.0,57.0,action,2013-05-28
Fuse,PlayStation 3,63.0,54.0,action,2013-05-28
Donkey Kong Country Returns 3D,3DS,83.0,70.8,action,2013-05-24
Element4l,PC,77.0,70.8,action,2013-05-24
Flappy Bird,iOS,52.0,70.8,action,2013-05-24
